ID;Ano;Mes;Solicitante;Beneficiario;Tipo_Solicitante;Sub_Tipo_Dispensa;Resolucion;Moneda;Valor_CIF_Suma
5161;317;10;Secretaria De Seguridad;Programa De Apoyo A La Implementacion De La Politica Integral De Convivencia Y Seguridad Ciudadana;Dispensas Oficiales;Sector Publico Compras 2013;Con Lugar;1;10069
5162;317;10;Hidroelectricas De Occidente S De R.L.C.V;Proyecto Hidroelectrico Pencaligue;Dispensas Especiales;Energia Hidroelectrica;Con Lugar;1;1651911
5163;317;10;Diamonds International Honduras, S.A.;Diamonds International Honduras, S.A.;Dispensas Especiales;Zolitur;Con Lugar;1;129661527
5164;317;10;Mca-Honduras;Inversion Estrategica De Honduras (Invest-H);Dispensas Oficiales;Cuenta Del Milenio;Con Lugar;1;58800
5165;317;10;Programa Mundial De Alimentos Pma;Programa Mundial De Alimentos  Pma;Dispensas Oficiales;Fao/Pma;Con Lugar;1;1547071
5166;317;10;Secretaria De Seguridad;Programa De Apoyo A La Implementacion De La Politica Integral De Convivencia Y Seguridad Ciudadana;Dispensas Oficiales;Sector Publico Compras 2013;Con Lugar;1;10747683
5167;317;10;Nacional De Ingenieros Electromecanicas S.A De C.V;Nacional De Ingenieros Electromecanicas S.A De C.V;Permisos Especiales De Im;Termicas;Con Lugar;1;51895
5168;317;10;Asociacion De Municipios De Honduras;Asociacion De Municipios De Honduras (Amhon);Solicitud De Venta De Veh;Venta Previo Pago Especiales;Con Lugar;1;171462198
5169;317;10;Banco Centroamericano De Integracion Economica;Julio Eduardo Martinez;Dispensas Oficiales;Funcionarios Del Banco Centroamericano De Integracion Bcie;Con Lugar;1;50000
5170;317;10;Sociedad Mercantil Astaldi S.P.A.Sucursal Honduras;Contrato De Construccion De Los Puentes La Jagua En Lepaera, Lempira, Guarajambala En Camasca, Intibuca Y Regina En El Negrito Yoro;Solicitud De Venta De Veh;Aclaratoria Solicitud De Venta De Vehículos;Con Lugar;1;215552
5171;317;10;Asociacion Hondureña Predicar Y Sanar (Predisan);Asociacion Hondureña Predicar Y Sanar (Predisan);Dispensas Especiales;Aclaratoria Dispensas Especiales;Con Lugar;1;23500
5172;317;10;Asociacion  De Iglesias Evangelicas Centroamericanas  De Honduras(Asiecah);Asociacion De Iglesias Evangelicas  Centroamericanas De Honduras(Asiecah);Dispensas Especiales;Aclaratoria Dispensas Especiales;Con Lugar;1;269388
5173;317;10;Embajada De Canada;Forta–Fortaleciendo La Gestion Educativa Nivel Municipal Distritral;Dispensas Oficiales;Aclaratoria Dispensas Oficiales;Con Lugar;1;23700
5174;317;10;Palmeros Del Aguan, S.A (Palmasa);Palmeros Del Aguan, S.A (Palmasa);Permisos Especiales De Im;Aclaratoria Permisos Especiales De Importación Temporal;Con Lugar;1;29400
5175;317;10;Fundacion Orfanato Vida Nueva;Fundacion Orfanato Vida Nueva;Dispensas Especiales;Modificaciones Dispensas Especiales;Con Lugar;1;3065403
5176;317;10;Geotermica Platanares S.A .De C.V.  (Geoplatanares);Proyecto Geotermica Platanares;Dispensas Especiales;Modificaciones Dispensas Especiales;Con Lugar;1;117808192
5177;317;10;Geotermica Platanares S.A .De C.V.  (Geoplatanares);Proyecto Geotermica Platanares;Dispensas Especiales;Modificaciones Dispensas Especiales;Con Lugar;1;3035648
5178;317;10;Geotermica Platanares S.A .De C.V.  (Geoplatanares);Proyecto Geotermica Platanares;Dispensas Especiales;Modificaciones Dispensas Especiales;Con Lugar;1;2640484
5179;317;10;Ramirez Rent A Car, S. De R.L.;Ramirez Rent A Car, S. De R.L.;Dispensas Especiales;Modificaciones Dispensas Especiales;Con Lugar;1;118800
5180;317;10;Embajada De La Republica Dominicana;Joaquin Victoriano De Los Santos Baez;Dispensas Oficiales;Modificaciones Dispensas Oficiales;Con Lugar;1;23000
5181;317;10;Secretaria De Salud;Secretaria De Salud;Dispensas Oficiales;Modificaciones Dispensas Oficiales;Con Lugar;1;2311403
5182;317;10;Oficina De Las Naciones Unidas De Servicios Para Proyectos (Unops);Oficina De Las Naciones Unidas De Servicios Para Proyectos (Unops);Dispensas Oficiales;Modificaciones Dispensas Oficiales;Con Lugar;1;382807
5183;317;10;Agencia De Cooperacion Internacional Del Japon (Jica);Comisión Permanente De Contingencias (Copeco) Para Ser Utilizado En El Proyecto De Desarrollo De Capacidades Para La Gestión  De Riesgo De Desastres En América Central (Basai Ii),;Dispensas Oficiales;Modificaciones Dispensas Oficiales;Con Lugar;1;34400
5184;317;10;Asociacion Para El Desarrollo Integral Del Niño Adulto Con Lesion Cerebral Arca De Esperanza;Asociacion Para El Desarrollo Integral Del Niño Adulto Con Lesion Cerebral Arca De Esperanza;Dispensas Especiales;Modificaciones Dispensas Especiales;Con Lugar;1;1349
5185;317;10;Merendon Power Plant, S.A. De C.V.;Proyecto Merendon Power Plant;Dispensas Especiales;Modificaciones Dispensas Especiales;Con Lugar;1;49352
5186;317;10;Secretaria De Seguridad;Programa De Apoyo A La Implementacion De La Politica Integral De Convivencia Y Seguridad Ciudadana;Dispensas Oficiales;Modificaciones Dispensas Oficiales;Con Lugar;1;25139004
5187;317;10;Corporacion Centroamericana De Servicios De Navegacion Aerea  Cocesna;Corporacion Centroamericana De Servicios De Navegacion Aerea Cocesna;Dispensas Oficiales;Modificaciones Dispensas Oficiales;Con Lugar;1;633103
5188;317;10;Saul Edgardo Garcia Valladares;Saul Edgardo  Garcia Valladares;Dispensas Especiales;Modificaciones Dispensas Especiales;Con Lugar;1;4852875
5189;317;11;Union Europea;Patrick Gallard;Dispensas Oficiales;Funcionarios De Union Europea;Con Lugar;1;1538885
5190;317;11;Iglesia Catolica De Honduras;Sociedad De Los Padres Javerienos  Centro De Formacion Y Animacion Misionera;Solicitud De Venta De Veh;Venta Iglesias Previo Pago;Con Lugar;1;19505
5191;317;11;Secretaria De Seguridad;Programa De Apoyo A La Implementacion De La Politica Integral De Convivencia Y Seguridad Ciudadana;Dispensas Oficiales;Sector Publico Compras 2013;Con Lugar;1;21386027
5192;317;11;Embajada De Mexico;Ernesto Joaquin Geminiano Jimenez;Dispensas Oficiales;Diplomaticos Y Funcionarios De Embajadas;Con Lugar;1;35000
5193;317;11;Embajada De Los Estados Unidos De America;Paula M Bravo;Solicitud De Venta De Veh;Venta Libre Funcionarios Embajadas;Con Lugar;1;410215
5194;317;11;Embajada De Los Estados Unidos De America;Embajada De Los Estados Unidos De America;Dispensas Oficiales;Embajadas;Con Lugar;1;164445
5195;317;11;Embajada De Los Estados Unidos De America;Embajada De Los Estados Unidos De America;Dispensas Oficiales;Embajadas;Con Lugar;1;2435057
5196;317;11;Embajada De Los Estados Unidos De America;Embajada De Los Estados Unidos De America;Dispensas Oficiales;Embajadas;Con Lugar;1;1229214
5197;317;11;Embajada De Los Estados Unidos De America;Embajada De Los Estados Unidos De America;Dispensas Oficiales;Embajadas;Con Lugar;1;24700
5198;317;11;Embajada De Los Estados Unidos De America;Michael  Patrick Touchstone;Dispensas Oficiales;Diplomaticos Y Funcionarios De Embajadas;Con Lugar;1;3422573
5199;317;11;L & L Discount Store;L &L Discount Store;Dispensas Especiales;Zolitur;Con Lugar;1;2916425
5200;317;11;Roatan Electric Company, S. A.De C. V., (Reco S.A. De C. V.);Roatan Electric Company, S. A.De C. V., (Reco S.A. De C. V.);Dispensas Especiales;Zolitur;Con Lugar;1;1098266
5201;317;11;Roatan Electric Company, S. A.De C. V., (Reco S.A. De C. V.);Roatan Electric Company, S. A.De C. V., (Reco S.A. De C. V.);Dispensas Especiales;Zolitur;Con Lugar;1;3579518
5202;317;11;Empresa Deli Honduras S.A. De C.V.;Empresa Deli Honduras S.A De C.V. Zona Libre;Solicitud De Venta De Veh;Venta  Previo Pago De Vehiculo Adquirido Con Permiso Especial De Imp. Temp.;Con Lugar;1;18200
5203;317;11;Roatan Electric Company, S. A.De C. V., (Reco S.A. De C. V.);Roatan Electric Company, S. A.De C. V., (Reco S.A. De C. V.);Dispensas Especiales;Zolitur;Con Lugar;1;3738014
5204;317;11;Embajada De Los Estados Unidos De America;Embajada De Los Estados Unidos De America;Dispensas Oficiales;Embajadas;Con Lugar;1;442191
5205;317;11;Empresa Deli Honduras S.A. De C.V.;Empresa Deli Honduras S.A De C.V. Zona Libre;Solicitud De Venta De Veh;Venta  Previo Pago De Vehiculo Adquirido Con Permiso Especial De Imp. Temp.;Con Lugar;1;17150
5206;317;11;Empresa Deli Honduras S.A. De C.V.;Empresa Deli Honduras S.A De C.V. Zona Libre;Solicitud De Venta De Veh;Venta  Previo Pago De Vehiculo Adquirido Con Permiso Especial De Imp. Temp.;Con Lugar;1;24100
5207;317;11;Municipalidad De Omoa;Municipalidad De Omoa;Dispensas Oficiales;Municipalidades Donaciones;Con Lugar;1;86339
5208;317;11;Empresa Deli Honduras S.A. De C.V.;Empresa Deli Honduras S.A De C.V. Zona Libre;Solicitud De Venta De Veh;Venta  Previo Pago De Vehiculo Adquirido Con Permiso Especial De Imp. Temp.;Con Lugar;1;24100
5209;317;11;Programa De Las Naciones Unidas  Para El Desarrollo  Pnud;Direccion Departamental De Santa Barbara;Solicitud De Venta De Veh;Traspaso Oficial (Por Donación Al Estado, Instituciones Con Beneficio 1890);Con Lugar;1;301626
5210;317;11;Programa De Las Naciones Unidas  Para El Desarrollo  Pnud;Direccion Metropolitana De Francisco Morazan;Solicitud De Venta De Veh;Traspaso Oficial (Por Donación Al Estado, Instituciones Con Beneficio 1890);Con Lugar;1;301626
5211;317;11;Programa De Las Naciones Unidas  Para El Desarrollo  Pnud;Direccion Departamental De Yoro;Solicitud De Venta De Veh;Traspaso Oficial (Por Donación Al Estado, Instituciones Con Beneficio 1890);Con Lugar;1;301626
5212;317;11;Programa De Las Naciones Unidas  Para El Desarrollo  Pnud;Direccion Departamental De Santa Rosa De Copan;Solicitud De Venta De Veh;Traspaso Oficial (Por Donación Al Estado, Instituciones Con Beneficio 1890);Con Lugar;1;301626
5213;317;11;Programa De Las Naciones Unidas  Para El Desarrollo  Pnud;Secretaria De Estado En El Despacho De Salud;Solicitud De Venta De Veh;Traspaso Oficial (Por Donación Al Estado, Instituciones Con Beneficio 1890);Con Lugar;2;329219
5214;317;11;Programa De Las Naciones Unidas  Para El Desarrollo  Pnud;Direccion Departamental De Cortes;Solicitud De Venta De Veh;Traspaso Oficial (Por Donación Al Estado, Instituciones Con Beneficio 1890);Con Lugar;1;301626
5215;317;11;Programa De Las Naciones Unidas  Para El Desarrollo  Pnud;Programa Nacional De Dengue En Tegucigalpa;Solicitud De Venta De Veh;Traspaso Oficial (Por Donación Al Estado, Instituciones Con Beneficio 1890);Con Lugar;1;329219
5216;317;11;Programa De Las Naciones Unidas  Para El Desarrollo  Pnud;Direccion Departamental De Choluteca;Solicitud De Venta De Veh;Traspaso Oficial (Por Donación Al Estado, Instituciones Con Beneficio 1890);Con Lugar;1;301626
5217;317;11;Programa De Las Naciones Unidas  Para El Desarrollo  Pnud;Secretaria De Desarrollo E Inclusion Social (Sedis);Solicitud De Venta De Veh;Traspaso Oficial (Por Donación Al Estado, Instituciones Con Beneficio 1890);Con Lugar;1;48580
5218;317;11;Programa De Las Naciones Unidas  Para El Desarrollo  Pnud;Secretaria De Desarrollo E Inclusion Social (Sedis);Solicitud De Venta De Veh;Traspaso Oficial (Por Donación Al Estado, Instituciones Con Beneficio 1890);Con Lugar;1;16196
5219;317;11;Embajada De La Soberana Orden Militar Hospitalaria De Malta;Embajada De La Soberana Orden Militar Hospitalaria De Malta;Dispensas Oficiales;Embajadas;Con Lugar;1;19942
5220;317;11;Sociedad Periodicos Y Revistas S.A.  De C.V. (Pyrsa) Editores De Diario La Tribuna;Sociedad Periodicos Y Revistas S.A. De C.V. (Pyrsa) Editora De Diario La Tribuna;Dispensas Especiales;Emision Del Pensamiento / Imprentas Y Editoras;Con Lugar;1;1015000
5221;317;11;Corporacion Centroamericana De Servicios De Navegacion Aerea  Cocesna;Corporacion Centroamericana De Servicios De Navegacion Aerea Cocesna;Dispensas Oficiales;Corporacion Centroamericana De Servicios De Navegacion Aerea Cocesna;Con Lugar;1;280106
5222;317;11;Programa Mundial De Alimentos Pma;Programa Mundial De Alimentos  Pma;Dispensas Oficiales;Fao/Pma;Con Lugar;1;459502
5223;317;11;Escuela Agricola Panamericana;Escuela Agricola Panamericana;Dispensas Oficiales;Escuela Agricola Panamericana (El Zamorano);Con Lugar;1;26800
5224;317;11;Escuela Agricola Panamericana;Escuela Agricola Panamericana;Dispensas Oficiales;Escuela Agricola Panamericana (El Zamorano);Con Lugar;1;304652
5225;317;11;Escuela Agricola Panamericana;Escuela Agricola Panamericana;Dispensas Oficiales;Escuela Agricola Panamericana (El Zamorano);Con Lugar;1;191900
5226;317;11;Escuela Agricola Panamericana;Abel Guillermo Gernat Valladares;Dispensas Oficiales;Escuela Agricola Panamericana (El Zamorano);Con Lugar;1;200000
5227;317;11;Escuela Agricola Panamericana;Escuela Agricola Panamericana;Dispensas Oficiales;Escuela Agricola Panamericana (El Zamorano);Con Lugar;1;850000
5228;317;11;Escuela Agricola Panamericana;Escuela Agricola Panamericana;Solicitud De Venta De Veh;Venta Libre Organismos Internacionales;Con Lugar;1;31600
5229;317;11;Sociedad Periodicos Y Revistas S.A.  De C.V. (Pyrsa) Editores De Diario La Tribuna;Sociedad Periodicos Y Revistas S.A. De C.V. (Pyrsa) Editora De Diario La Tribuna;Dispensas Especiales;Emision Del Pensamiento / Imprentas Y Editoras;Con Lugar;1;5250000
5230;317;11;Takeshi Utsuno;Takeshi Utsuno;Solicitud De Venta De Veh;Venta Previo Pago;Con Lugar;1;24500
5231;317;11;Embajada De Los Estados Unidos De America;Embajada De Los Estados Unidos De America;Dispensas Oficiales;Embajadas;Con Lugar;1;46667067
5232;317;11;Corporacion Centroamericana De Servicios De Navegacion Aerea  Cocesna;Corporacion Centroamericana De Servicios De Navegacion Aerea Cocesna;Dispensas Oficiales;Corporacion Centroamericana De Servicios De Navegacion Aerea Cocesna;Con Lugar;1;379184
5233;317;11;La Asociacion  Capacitacion Educacion, Produccion, Unificacion, Desarrollo, Organizacion    Cepudo;Cepudo;Dispensas Especiales;Organizaciones Sin Fines De Lucro/ Donaciones;Con Lugar;1;48925
5234;317;11;La Asociacion  Capacitacion Educacion, Produccion, Unificacion, Desarrollo, Organizacion    Cepudo;Cepudo;Dispensas Especiales;Organizaciones Sin Fines De Lucro/ Donaciones;Con Lugar;1;417112
5235;317;11;Empresa Nacional De Energia Electrica  Enee;Empresa Nacional De Energia Electrica Enee;Dispensas Oficiales;Empresa Nacional De Energia Electrica;Con Lugar;1;2132651
5236;317;11;Empresa Nacional De Energia Electrica  Enee;Proyecto Hidroelectrica Patuca Iii Piedras Amarillas;Dispensas Oficiales;Empresa Nacional De Energia Electrica;Con Lugar;1;26167836
5237;317;11;General Concrete Services, S.A. De C.V.;General  Concrete Services, S.A. De C.V.;Dispensas Especiales;Zolitur;Con Lugar;1;587273
5238;317;11;Eldon S, S.A De C.V.;Eldon S, S.A De C.V.;Dispensas Especiales;Zolitur;Con Lugar;1;30968821
5239;317;11;Anthonys Key Hotel Corporation S.A. De C.V.;Anthonys Key Hotel Corporation S.A. De C.V.;Dispensas Especiales;Zolitur;Con Lugar;1;5807962
5240;317;11;La Asociacion  Capacitacion Educacion, Produccion, Unificacion, Desarrollo, Organizacion    Cepudo;Cepudo;Dispensas Especiales;Organizaciones Sin Fines De Lucro/ Donaciones;Con Lugar;1;4677504
5241;317;11;La Asociacion  Capacitacion Educacion, Produccion, Unificacion, Desarrollo, Organizacion    Cepudo;Cepudo;Dispensas Especiales;Organizaciones Sin Fines De Lucro/ Donaciones;Con Lugar;1;215095
5242;317;11;Embajada De Los Estados Unidos De America;Embajada De Los Estados Unidos De America;Dispensas Oficiales;Embajadas;Con Lugar;1;5231
5243;317;11;Iglesia Catolica De Honduras;Diocesis Choluteca;Dispensas Especiales;Iglesia Catolica De Honduras;Con Lugar;1;105775
5244;317;11;Fuerza De Tarea Conjunta Bravo;Fuerza De Tarea Conjunta Bravo;Dispensas Oficiales;Fuerza De Tarea Conjunto Bravo;Con Lugar;1;129352123
5245;317;11;Papelera Calpules S.A (Pacasa);Papelera Calpules S.A (Pacasa);Permisos Especiales De Im;Zonas Libres;Con Lugar;1;209716
5246;317;11;Enerthech Pacific Industries S.A. De C.V.;Enerthech Pacific Industries S. A De C.V;Dispensas Especiales;Suplidora De Productos Para La Generacion De Energia;Con Lugar;1;43650
5247;317;11;Generacion Renovable De Honduras S.A. De C.V (Helios);Proyecto Fotovoltaica Helios;Dispensas Especiales;Enegia Solar;Con Lugar;1;175164
5248;317;11;Equinsa Energy S.A. De C.V.;Equinsa Energy S.A. De C.V.;Dispensas Especiales;Suplidora De Productos Para La Generacion De Energia;Con Lugar;1;257985
5249;317;11;Programa De Las Naciones Unidas  Para El Desarrollo  Pnud;Alto Comisionado De Las Naciones Unidas Para Los Refugiados, Acnur;Dispensas Oficiales;Programa De Las Naciones Unidas Para El Desarrollo P.N.U.D.;Con Lugar;1;577457
5250;317;11;Programa De Las Naciones Unidas  Para El Desarrollo  Pnud;Alto Comisionado De Las Naciones Unidas Para Los Refugiados, Acnur;Dispensas Oficiales;Programa De Las Naciones Unidas Para El Desarrollo P.N.U.D.;Con Lugar;1;1119651
5251;317;11;Generacion Renovable De Honduras S.A. De C.V (Helios);Proyecto Fotovoltaica Helios;Dispensas Especiales;Enegia Solar;Con Lugar;1;35826
5252;317;11;Generacion Renovable De Honduras S.A. De C.V (Helios);Proyecto Fotovoltaica Helios;Dispensas Especiales;Enegia Solar;Con Lugar;1;157640156
5253;317;11;Geotermica Platanares S.A .De C.V.  (Geoplatanares);Proyecto Geotermica Platanares;Dispensas Especiales;Energia Hidroelectrica;Con Lugar;1;25665223
5254;317;11;Generacion Renovable De Honduras S.A. De C.V (Helios);Proyecto Fotovoltaica Helios;Dispensas Especiales;Enegia Solar;Con Lugar;1;51775707
5255;317;11;Embajada De Los Estados Unidos De America;Embajada De Los Estados Unidos De America;Dispensas Oficiales;Embajadas;Con Lugar;1;2507643
5256;317;11;Banco Centroamericano De Integracion Economica;Oscar Alejandro Reyes Torneros;Dispensas Oficiales;Funcionarios Del Banco Centroamericano De Integracion Bcie;Con Lugar;1;365
5257;317;11;Novalace, S.A. De C.V.;Novalace, S.A. De C.V.;Permisos Especiales De Im;Zonas Libres;Con Lugar;1;18800
5258;317;11;La Asociacion  Capacitacion Educacion, Produccion, Unificacion, Desarrollo, Organizacion    Cepudo;Cepudo;Dispensas Especiales;Organizaciones Sin Fines De Lucro/ Donaciones;Con Lugar;1;16965
5259;317;11;Asociacion Proyecto Aldea Global  Pag;Asociacion Proyecto Aldea  Global  Pag;Solicitud De Venta De Veh;Venta Previo Pago Ong;Con Lugar;1;4000
5260;317;11;Nuestros Pequeños Hermanos;Nuestros Pequeños Hermanos;Dispensas Especiales;Organizaciones Sin Fines De Lucro/ Donaciones;Con Lugar;1;1656958
5261;317;11;Arrendadora De Vehiculos S. A. (Avesa);Arrendadora De Vehiculos S.A. (Avesa);Solicitud De Venta De Veh;Venta Previo Pago Arrendadoras;Con Lugar;1;27000
5262;317;11;Iglesia Catolica De Honduras;Iglesia Catolica De Honduras;Solicitud De Venta De Veh;Venta Iglesias Previo Pago;Con Lugar;1;37863629
5263;317;11;Banco Centroamericano De Integracion Economica;Jose Antonio Paz Vaquero;Dispensas Oficiales;Funcionarios Del Banco Centroamericano De Integracion Bcie;Con Lugar;1;508
5264;317;11;Secretaria De Seguridad;Programa De Apoyo A La Implementacion De La Politica Integral De Convivencia Y Seguridad Ciudadana;Dispensas Oficiales;Sector Publico Compras 2013;Con Lugar;1;128120
5265;317;11;Banco Centroamericano De Integracion Economica;Marta Nelly Vasquez Funes;Dispensas Oficiales;Funcionarios Del Banco Centroamericano De Integracion Bcie;Con Lugar;1;338
5266;317;11;Brooms & Mops, S De R.L.;Brooms & Mops S.A.;Solicitud De Venta De Veh;Venta Previo Pago;Con Lugar;1;21750
5267;317;11;Programa De Las Naciones Unidas  Para El Desarrollo  Pnud;Maria Soledad Pazo;Dispensas Oficiales;Funcionarios De  Programa De Las Naciones Unidas Para El Desarrollo P.N.U.D.;Con Lugar;1;777696
5268;317;11;Secretaria De Salud;Laboratorio Nacional  De Vigilancia De La Salud;Dispensas Oficiales;Donaciones Sector Publico (Decreto 18-90);Con Lugar;1;433525
5269;317;11;Sociedad Lithopress Industrial S.A;Sociedad Lithopress Industrial S.A.;Dispensas Especiales;Emision Del Pensamiento / Imprentas Y Editoras;Con Lugar;1;2659383
5270;317;11;Programa De Las Naciones Unidas  Para El Desarrollo  Pnud;Programa De Las Naciones Unidas Desarrollo (Pnud);Dispensas Oficiales;Programa De Las Naciones Unidas Para El Desarrollo P.N.U.D.;Con Lugar;1;736713
5271;317;11;Mca-Honduras;Consorcio M & S Santa Fe;Solicitud De Venta De Veh;Venta Previo Pago;Con Lugar;1;14900
5272;317;11;Mca-Honduras;Consorcio M & S Santa Fe;Solicitud De Venta De Veh;Venta Previo Pago;Con Lugar;1;31900
5273;317;11;Embajada De La Republica De China (Taiwan);Tseng Chen;Solicitud De Venta De Veh;Venta Libre Funcionarios Embajadas;Con Lugar;1;40100
5274;317;11;Embajada De La Republica De China (Taiwan);Lee Kuang Hsing;Dispensas Oficiales;Diplomaticos Y Funcionarios De Embajadas;Con Lugar;1;36000
5275;317;11;Embajada De La Republica De China (Taiwan);Liang, Chih- Hao;Dispensas Oficiales;Diplomaticos Y Funcionarios De Embajadas;Con Lugar;1;35000
5276;317;11;Tgi Diving Supplies, S. De R.L;Tgi Diving Supplies, S. De R.L;Dispensas Especiales;Zolitur;Con Lugar;1;1622338
5277;317;11;Villas Corporacion S.A De C.V. (Vicorsa);Villas Corporacion S.A De C.V. (Vicorsa);Dispensas Especiales;Zolitur;Con Lugar;1;4093361
5278;317;11;Roatan Rum Company Sa.;Roatan Rum Company, S. De R.L.;Dispensas Especiales;Zolitur;Con Lugar;1;459653
5279;317;11;Anthonys Key Hotel Corporation S.A De C.V;Anthonys Key Hotel Corporation S.A De C.V;Dispensas Especiales;Zolitur;Con Lugar;1;9292236
5280;317;11;Organismo Internacional Regional De Sanidad Agropecuaria  Oirsa;Organismo Internacional Regional De Sanidad Agropecuaria Oirsa;Dispensas Oficiales;Organismo Internacional Regional De Sanidad Agropecuaria Oirsa;Con Lugar;1;1898939
5281;317;11;Iglesia Catolica De Honduras;Obispado De San Pedro Sula  Parroquia Emmanuel;Dispensas Especiales;Iglesia Catolica De Honduras;Con Lugar;1;556552
5282;317;11;Fondo De Las Naciones Unidas Para La Infancia Unicef;Jean Patricia Gough Rodriguez;Dispensas Oficiales;Funcionarios De Fondo De Las Naciones Unidas Para La Infancia Unicef;Con Lugar;1;295979
5283;317;11;Mca-Honduras;Consorcio M & S Santa Fe;Solicitud De Venta De Veh;Venta Previo Pago;Con Lugar;1;15500
5284;317;11;Asociacion Evangelistica Larry Jones Feed The Children;Asociacion Evangelistica  Larry Jones  Feed The Children;Dispensas Especiales;Organizaciones Sin Fines De Lucro/ Donaciones;Con Lugar;1;59125
5285;317;11;Organizacion Panamericana De La Salud Organizacion Mundial De La Salud(Ops Oms)En Honduras;Romeo Humberto Montoya Acevedo;Permisos Oficiales Reexpo;Funcionarios De Organismos Internacionales, Menaje Y Vehiculo;Con Lugar;1;2881954
5286;317;11;Jose Nery Sanchez Reyes;Jose Nery Sanchez Reyes;Solicitud De Venta De Veh;Venta Previo Pago Especiales;Con Lugar;1;34600
5287;317;11;Atochas  S. De R.L.;Atochas S. De R.L.;Dispensas Especiales;Zolitur;Con Lugar;1;834764
5288;317;11;Diamonds International Honduras, S.A.;Diamonds International Honduras, S.A.;Dispensas Especiales;Zolitur;Con Lugar;1;1629245
5289;317;11;General Concrete Services, S.A. De C.V.;General  Concrete Services, S.A. De C.V.;Dispensas Especiales;Zolitur;Con Lugar;1;81375
5290;317;11;Sun Petroleum Corporation, S.A. De C.V.;Sun Petroleum Corporation S. A. De C.V.;Dispensas Especiales;Zolitur;Con Lugar;1;1416739
5291;317;11;Eldon S, S.A De C.V.;Eldon S, S.A De C.V.;Dispensas Especiales;Zolitur;Con Lugar;1;4721959
5292;317;11;Señales Digitales De Honduras,S.A.;Señales Digitales De Honduras,S.A.;Dispensas Especiales;Emision Del Pensamiento / Radio Y Tv;Con Lugar;1;58272
5293;317;11;Diamonds International Honduras, S.A.;Diamonds International Honduras, S.A.;Dispensas Especiales;Zolitur;Con Lugar;1;562078
5294;317;11;Sociedad Inversiones M & M S.A.;Inversiones M & M S.A.;Dispensas Especiales;Zolitur;Con Lugar;1;1424228
5295;317;11;Agencia De Cooperacion Internacional Del Japon (Jica);Agencia De Cooperacion Internacional Del Japon Jica;Solicitud De Venta De Veh;Traspaso Oficial (Por Donación Al Estado, Instituciones Con Beneficio 1890);Con Lugar;1;479420
5296;317;11;Agencia De Cooperacion Internacional Del Japon (Jica);Mancomunidad De Municipios Garifonas De Honduras;Solicitud De Venta De Veh;Traspaso Oficial (Por Donación Al Estado, Instituciones Con Beneficio 1890);Con Lugar;2;479420
5297;317;11;Embajada De Los Estados Unidos De America;Embajada Americana (Coe);Dispensas Oficiales;Embajadas;Con Lugar;1;804981
5298;317;11;Iglesia Catolica De Honduras;Diocesis De Trujillo Parroquia San Juan Bautista;Dispensas Especiales;Iglesia Catolica De Honduras;Con Lugar;1;23400
5299;317;11;Iglesia Catolica De Honduras;Diocesis De Trujillo  San Isidro Labrador;Dispensas Especiales;Iglesia Catolica De Honduras;Con Lugar;1;23400
5300;317;11;Iglesia Catolica De Honduras;Diocesis De Choluteca Parroquia San Lorenzo;Solicitud De Venta De Veh;Venta Iglesias Previo Pago;Con Lugar;1;18770
5301;317;11;Misiones Del Agua Internacional;Misiones Del Agua Internacional;Dispensas Especiales;Organizaciones Sin Fines De Lucro/ Donaciones;Con Lugar;1;582075
5302;317;11;Iglesia Catolica De Honduras;Diocesis De Juticalpa Hermanas  Franciscanas Cooperadoras Parroquiales De La Asuncion;Dispensas Especiales;Iglesia Catolica De Honduras;Con Lugar;1;24900
5303;317;11;Embajada  De La Republica De Corea;Hyunseok Lee;Permisos Oficiales Reexpo;Funcionario De Embajada, Menaje Y Vehículo;Con Lugar;1;9000
5304;317;11;Generacion Renovable De Honduras S.A. De C.V (Helios);Proyecto Fotovoltaica Helios;Dispensas Especiales;Enegia Solar;Con Lugar;1;12805178
5305;317;11;La Asociacion  Capacitacion Educacion, Produccion, Unificacion, Desarrollo, Organizacion    Cepudo;Cepudo;Dispensas Especiales;Organizaciones Sin Fines De Lucro/ Donaciones;Con Lugar;1;6220
5306;317;11;Embajada Del  Japon En Honduras;Masato Matsui;Dispensas Oficiales;Diplomaticos Y Funcionarios De Embajadas;Con Lugar;1;20600
5307;317;11;La Asociacion  Capacitacion Educacion, Produccion, Unificacion, Desarrollo, Organizacion    Cepudo;Cepudo;Dispensas Especiales;Organizaciones Sin Fines De Lucro/ Donaciones;Con Lugar;1;47325
5308;317;11;Programa De Las Naciones Unidas  Para El Desarrollo  Pnud;Programa De Las Naciones Unidas Para El Desarrollo (Pnud) Para Uso Del Proyecto 00087688 Apoyo  Estrategico  A  Hondutel;Dispensas Oficiales;Programa De Las Naciones Unidas Para El Desarrollo P.N.U.D.;Con Lugar;1;1897793
5309;317;11;Corporacion Centroamericana De Servicios De Navegacion Aerea  Cocesna;Corporacion Centroamericana De Servicios De Navegacion Aerea Cocesna;Dispensas Oficiales;Corporacion Centroamericana De Servicios De Navegacion Aerea Cocesna;Con Lugar;1;5956006
5310;317;11;Embajada De España;Juan Guillermo Alonso Ygea;Dispensas Oficiales;Diplomaticos Y Funcionarios De Embajadas;Con Lugar;1;935966
